Handle,SKU,Name,Category,Description,Sold by weight,Option 1 name,Option 1 value,Option 2 name,Option 2 value,Option 3 name,Option 3 value,Default price,Cost,Barcode,SKU of included item,Quantity of included item,Track stock,Use production,Supplier,Purchase cost,Available for sale [Factory],Price [Factory],In stock [Factory],Low stock [Factory],Optimal stock [Factory],Available for sale [Stock Room],Price [Stock Room],In stock [Stock Room],Low stock [Stock Room],Optimal stock [Stock Room],item_name,uom_detail,uomDenomination,uomDimension
,,,,,,,,,,,,,,,10292,0.003,,,,,,,,,,,,,,,,,,
powdered-milk,10008,Powdered Milk (kg),Ingredients,<p>Powder milk. One box is 12 kilograms. (order 30 boxes: 30*12=360kg)</p>,Y,,,,,,,188.00,210.00,,,,Y,,"Mintana Co., Ltd.",210.00,Y,188.00,367.500,200.000,500.000,N,variable,0.000,,,Powdered Milk,kg,kg,mass
pumpkin-seeds-(g),10048,Pumpkin Seeds (kg),Ingredients,"<p>Pumpkin Seeds, 1 Bag = 1,000g</p>",N,,,,,,,340.00,0.00,,,,Y,,Yok Intertrade,0.00,Y,340.00,3.000,1.000,2.000,N,variable,0.000,,,Pumpkin Seeds,kg,kg,mass
punyisa---drinking-chocolate-(300g),10356,PUNYISA - Drinking Chocolate (300g),Discontinued,<p>300g drinking chocolate for Punyisa resort</p>,N,,,,,,,variable,3.22,,10009,0.149,N,Y,,,N,variable,40.000,,,Y,variable,0.000,,,PUNYISA - Drinking Chocolate,300g,,other
,,,,,,,,,,,,,,,10086,0.016,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,8 850456 103778,0.134,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10042,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10289,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10357,2.000,,,,,,,,,,,,,,,,,,
punyisa---sticker,10357,PUNYISA - Sticker,Discontinued,<p>Sticker for drinking chocolate</p>,N,,,,,,,variable,0.00,,,,Y,,,,N,variable,-160.000,,,N,variable,0.000,,,PUNYISA - Sticker,,,
raw-honey-with-cacao-nibs-250g.,10454,Raw Honey with cacao Nibs 250g.,Merchandise,,N,,,,,,,95.00,0.00,,,,Y,,"Chiangmai Healthy Product Co., Ltd.",,N,95.00,0.000,,,Y,95.00,115.000,10.000,,Raw Honey with cacao Nibs 250g.,,,
rayavadee-belly-band,10393,Rayavadee Belly band,Sleeve Logo,<p>สายคาด Rayavadee บาร์ใหญ่</p>,N,,,,,,,1.00,0.00,,,,Y,,,,N,1.00,0.000,,,Y,1.00,68.000,100.000,,Rayavadee Belly band,,,
rayavadee-sticker-band,10399,Rayavadee Sticker band,Sleeve Logo,<p>Sticker Rayavadee บาร์เล็ก</p>,N,,,,,,,1.00,0.00,,,,Y,,,,N,1.00,0.000,,,Y,1.00,1121.000,100.000,,Rayavadee Sticker band,,,
rayawadee---drinking-chocolate---retail-(300g),10332,RAYAWADEE - Drinking Chocolate - Retail (300g),,<p>Drinking chocolate 300g - silver bags - for Rayawadee Krabi</p>,N,,,,,,,variable,3.22,,10009,0.148,N,Y,,,N,variable,-40.000,,,Y,variable,0.000,,,RAYAWADEE - Drinking Chocolate - Retail,300g,,other
,,,,,,,,,,,,,,,10086,0.017,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,8 850456 103778,0.134,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10042,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10132,0.500,,,,,,,,,,,,,,,,,,
rose-oil-(ml),10060,Rose Oil (l),Discontinued,"<p>Rose Oil, 1 Bottle = 1000 ml</p>",Y,,,,,,,700.00,166.79,,,,Y,,Nutrifood Creation Limited Partnership,0.00,N,700.00,0.150,,,N,700.00,0.000,,,Rose Oil,l,l,volume
rose-petals,10065,Rose Petals (kg),Discontinued,"<p>Rose Petals, 1 Bag = 250g</p>",Y,,,,,,,1150.00,1150.00,,,,N,,,,N,1150.00,,,,N,1150.00,,,,Rose Petals,kg,kg,mass
roselle-powder-(g),10067,Roselle Powder (kg),Discontinued,"<p>Roselle Powder, 1 Bag = 800g&nbsp;</p>",Y,,,,,,,590.00,590.00,,,,N,,,,N,590.00,,,,N,590.00,,,,Roselle Powder,kg,kg,mass
salt-(g),10042,Salt (kg),Ingredients,"<p>Salt, 1 Bag = 2000g</p>",Y,,,,,,,17.00,0.00,,,,Y,,Yok Intertrade,0.00,Y,17.00,1.893,1.000,3.000,N,variable,0.000,,,Salt,kg,kg,mass
salted-egg-powder-(kg),10261,Salted Egg Powder (kg),Discontinued,<p>Salted egg powder - for Mooncake bar (500g/ Bag)</p>,Y,,,,,,,960.00,0.00,,,,Y,,BK Beverage & bakery,0.00,Y,960.00,0.000,,,N,960.00,0.000,,,Salted Egg Powder,kg,kg,mass
sample-cubes----simply-almond---pr-(100g/100-cubes),10243,Sample Cubes -  Simply Almond - Paleo Robbie (100g),Sample Cubes,<p>Sample cubes of Simply Almond. For Paleo Robbie (PR). Using Sugar Free Chocolate. 1 gram per cube. Thus 100 cubes. Please measure the production in multiples of 100 grams. As that is the minimum that could be produced.</p>,N,,,,,,,variable,21.39,,10089,0.091,N,Y,,,N,variable,0.000,,,Y,40.00,1.000,,,Sample Cubes -  Simply Almond - Paleo Robbie,100g,,other
,,,,,,,,,,,,,,,10045,0.009,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10158,0.001,,,,,,,,,,,,,,,,,,
sample-cubes----simply-cacao-+-milk---pr-(100g/100-cubes),10244,Sample Cubes -  Simply Cacao - Paleo Robbie (100g),Sample Cubes,<p>Sample cubes of Simply Cacao + Milk. For Paleo Robbie (PR). Using Sugar Free Chocolate. 1 gram per cube. Thus 100 cubes. Please measure the production in multiples of 100 grams. As that is the minimum that could be produced.</p>,N,,,,,,,variable,22.32,,10089,0.100,N,Y,,,N,variable,0.000,,,Y,40.00,7.000,,,Sample Cubes -  Simply Cacao - Paleo Robbie,100g,,other
sample-cubes----simply-vanilla---pr-(100g/100-cubes),10242,Sample Cubes -  Simply Vanilla - Paleo Robbie (100g),Sample Cubes,<p>Sample cubes of Simply Vanilla. For Paleo Robbie (PR). Using Sugar Free Chocolate. 1 gram per cube. Thus 100 cubes. Please measure the production in multiples of 100 grams. As that is the minimum that could be produced.</p>,N,,,,,,,variable,21.33,,10089,0.099,N,Y,,,N,variable,0.000,,,Y,40.00,1.000,,,Sample Cubes -  Simply Vanilla - Paleo Robbie,100g,,other
,,,,,,,,,,,,,,,10059,0.001,,,,,,,,,,,,,,,,,,
sample-cubes---70%-dark-chocolate-(100g),10220,Sample Cubes - 70% Dark Chocolate (100g),Sample Cubes,<p>Sample cubes of 75% Dark Chocolate. 1 gram per cube. Thus 100 cubes. Please measure the production in multiples of 100 grams. As that is the minimum that could be produced.</p>,N,,,,,,,variable,16.76,,10010,0.100,N,Y,,,N,variable,20.000,,,Y,40.00,39.000,,,Sample Cubes - 70% Dark Chocolate,100g,,other
sample-cubes---dark-chocolate-85%-nibs---gm-(100g/100-cubes),10239,Sample Cubes - 85% & Nibs - Gourmet Market (100g),Discontinued,<p>Sample cubes of Dark Chocolate with 85% Nibs. For Gourmet Market (GM). Using Dark Chocolate 85%. 1 gram per cube. Thus 100 cubes. Please measure the production in multiples of 100 grams. As that is the minimum that could be produced.</p>,N,,,,,,,variable,17.17,,10010,0.093,N,Y,,,N,variable,0.000,,,Y,40.00,8.000,,,Sample Cubes - 85% & Nibs - Gourmet Market,100g,,other
,,,,,,,,,,,,,,,10001,0.007,,,,,,,,,,,,,,,,,,
sample-cubes---signature-85%-dark-chocolate-(100g/100-cubes),10233,Sample Cubes - 85% Dark Chocolate (100g),Sample Cubes,<p>Sample cubes of Dark Chocolate 85%. 1 gram per cube. Thus 100 cubes. Please measure the production in multiples of 100 grams. As that is the minimum that could be produced.</p>,N,,,,,,,variable,18.72,,10013,0.100,N,Y,,,N,variable,-1.000,,,Y,40.00,2.000,,,Sample Cubes - 85% Dark Chocolate,100g,,other
sample-cubes---almond-+-rose---valentine's-2025-(100g),10366,Sample Cubes - Almond + Rose - Valentine's 2025 (100g),Discontinued,,N,,,,,,,variable,15.99,,10004,0.091,N,Y,,,N,variable,0.000,,,Y,40.00,8.000,,,Sample Cubes - Almond + Rose - Valentine's 2025,100g,,other
,,,,,,,,,,,,,,,10046,0.009,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10040,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10060,0.001,,,,,,,,,,,,,,,,,,
sample-cubes---apple-pie---halloween-(100g),10460,Sample Cubes - Apple Pie - Halloween (100g),Sample Cubes,<p>sample cubes for Halloween 2025 - apple pie milk chocolate</p>,N,,,,,,,variable,14.38,,10004,0.084,N,Y,,,N,variable,0.000,,,Y,variable,0.000,,,Sample Cubes - Apple Pie - Halloween,100g,,other
,,,,,,,,,,,,,,,10307,0.004,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10081,0.004,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10039,0.008,,,,,,,,,,,,,,,,,,
sample-cubes---milk-choco-coconut-+-banana---gm-(100g/100-cubes),10238,Sample Cubes - Banana & Coconut Milk - Gourmet Market (100g),Discontinued,<p>Sample cubes of Milk Chocolate Coconut and Banana. For Gourmet Market (GM). Using Milk Chocolate. 1 gram per cube. Thus 100 cubes. Please measure the production in multiples of 100 grams. As that is the minimum that could be produced.</p>,N,,,,,,,variable,14.82,,10004,0.088,N,Y,,,N,variable,0.000,,,Y,40.00,10.000,,,Sample Cubes - Banana & Coconut Milk - Gourmet Market,100g,,other
,,,,,,,,,,,,,,,10079,0.003,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10043,0.009,,,,,,,,,,,,,,,,,,
sample-cubes---banana-crunch-(100g/100-cubes),10234,Sample Cubes - Banana Crunch (100g),Sample Cubes,<p>Sample cubes of Banana Crunch. Using Milk Chocolate 50%. Using Coconut Dark Chocolate. 1 gram per cube. Thus 100 cubes. Please measure the production in multiples of 100 grams. As that is the minimum that could be produced.</p>,N,,,,,,,variable,14.80,,10004,0.089,N,Y,,,N,variable,0.000,,,Y,40.00,0.000,,,Sample Cubes - Banana Crunch,100g,,other
,,,,,,,,,,,,,,,10079,0.002,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10187,0.009,,,,,,,,,,,,,,,,,,
sample-cubes---banana-split---smash-daddy's-(100g),10336,Sample Cubes - Banana Split - Smash Daddy's (100g),Sample Cubes,<p>samples for Smash Daddy&#39;s bar</p>,Y,,,,,,,variable,14.25,,10004,0.084,N,Y,,,N,variable,0.000,,,Y,40.00,6.000,,,Sample Cubes - Banana Split - Smash Daddy's,100g,,other
,,,,,,,,,,,,,,,10187,0.004,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10302,0.004,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10044,0.004,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10159,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10079,0.003,,,,,,,,,,,,,,,,,,
sample-cubes---carolina-reaper-(100g),10370,Sample Cubes - Carolina Reaper (100g),Discontinued,,Y,,,,,,,variable,16.82,,10010,0.100,N,Y,,,N,variable,0.000,,,Y,variable,0.000,,,Sample Cubes - Carolina Reaper,100g,,other
sample-cubes---matcha-white-chocolate-(100g/100-cubes),10236,Sample Cubes - Ceremonial Matcha (100g),Discontinued,<p>Sample cubes of Matcha White Chocolate. Using White Chocolate. 1 gram per cube. Thus 100 cubes. Please measure the production in multiples of 100 grams. As that is the minimum that could be produced.</p>,N,,,,,,,variable,21.29,,10199,0.099,N,Y,,,N,variable,0.000,,,N,variable,0.000,,,Sample Cubes - Ceremonial Matcha,100g,,other
,,,,,,,,,,,,,,,10155,0.001,,,,,,,,,,,,,,,,,,
sample-cubes---coconut-curry/dom-kha-(100g/100-cubes),10231,Sample Cubes - Coconut Curry/Dom Kha (100g),Sample Cubes,<p>Sample cubes of Dom Kha/Coconut Curry. Using Coconut Dark Chocolate. 1 gram per cube. Thus 100 cubes. Please measure the production in multiples of 100 grams. As that is the minimum that could be produced.</p>,N,,,,,,,variable,12.61,,10087,0.083,N,Y,,,N,variable,-33.000,,,Y,40.00,0.000,,,Sample Cubes - Coconut Curry/Dom Kha,100g,,other
,,,,,,,,,,,,,,,10055,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10038,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10056,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10043,0.008,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10057,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10376,0.008,,,,,,,,,,,,,,,,,,
sample-cubes---coconut--(100g/100-cubes),10222,Sample Cubes - Coconut Milk  (100g),Sample Cubes,<p>Sample cubes of Coconut. 1 gram per cube. Thus 100 cubes Please measure the production in multiples of 100 grams. As that is the minimum that could be produced.</p>,N,,,,,,,variable,13.82,,10087,0.091,N,Y,,,Y,variable,0.000,,,Y,40.00,1.000,,,Sample Cubes - Coconut Milk,100g,,other
,,,,,,,,,,,,,,,10043,0.009,,,,,,,,,,,,,,,,,,
sample-cubes---coffee-crunch-(100g/100-cubes),10224,Sample Cubes - Coffee Crunch (100g),Sample Cubes,<p>Sample cubes of Coffee Crunch using Milk Chocolate 50%. 1 gram per cube. Thus 100 cubes. Please measure the production in multiples of 100 grams. As that is the minimum that could be produced.</p>,N,,,,,,,variable,16.30,,10004,0.098,N,Y,,,N,variable,10.000,,,Y,40.00,0.000,,,Sample Cubes - Coffee Crunch,100g,,other
,,,,,,,,,,,,,,,10014,0.002,,,,,,,,,,,,,,,,,,
sample-cubes---durian-(100g/100-cubes),10227,Sample Cubes - Durian (100g),Sample Cubes,<p>Sample cubes of Durian. Using 50% Milk Chocolate. 1 gram per cube. Thus 100 cubes. Please measure the production in multiples of 100 grams. As that is the minimum that could be produced.</p>,N,,,,,,,variable,16.13,,10080,0.003,N,Y,,,N,variable,0.000,,,Y,40.00,10.000,,,Sample Cubes - Durian,100g,,other
,,,,,,,,,,,,,,,10004,0.097,,,,,,,,,,,,,,,,,,
sample-cubes---german-chocolate-cake---christmas-(100g),10468,Sample Cubes - German Chocolate Cake - Christmas (100g),Sample Cubes,,N,,,,,,,variable,16.67,,10449,0.008,N,Y,,,N,variable,0.000,,,Y,variable,0.000,,,Sample Cubes - German Chocolate Cake - Christmas,100g,,other
,,,,,,,,,,,,,,,10442,0.008,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10043,0.006,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10010,0.078,,,,,,,,,,,,,,,,,,
sample-cubes---ghost-pepper-(100g),10369,Sample Cubes - Ghost Pepper (100g),Discontinued,,Y,,,,,,,variable,16.82,,10010,0.100,N,Y,,,N,variable,0.000,,,Y,variable,0.000,,,Sample Cubes - Ghost Pepper,100g,,other
sample-cubes---gingerbread---christmas-(100g),10282,Sample Cubes - Gingerbread - Christmas (100g),Sample Cubes,"<p>Samples for Gingerbread, Christmas. 100g = 100 cubes</p>",N,,,,,,,variable,14.80,,10004,0.089,N,Y,,,N,variable,0.000,,,Y,40.00,8.000,,,Sample Cubes - Gingerbread - Christmas,100g,,other
,,,,,,,,,,,,,,,10276,0.008,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10275,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10274,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10039,0.001,,,,,,,,,,,,,,,,,,
sample-cubes---pomelo-(100g/100-cubes),10228,Sample Cubes - Hill Coffee & Pomelo (100g),Sample Cubes,<p>Sample cubes of Hill coffee &amp; Pomelo. Using coffee chocolate. 1 gram per cube. Thus 100 cubes. Please measure the production in multiples of 100 grams. As that is the minimum that could be produced.</p>,N,,,,,,,variable,14.56,,10071,0.009,N,Y,,,N,variable,0.000,,,Y,40.00,20.000,,,Sample Cubes - Hill Coffee & Pomelo,100g,,other
,,,,,,,,,,,,,,,10088,0.091,,,,,,,,,,,,,,,,,,
sample-cubes---milk-chocolate-+-jackfruit---gm-(100g/100-cubes),10237,Sample Cubes - Jackfruit - Gourmet Market (100g),Discontinued,<p>Sample cubes of Milk Chocolate and Jackfruit. For Gourmet Market (GM). Using Milk Chocolate. 1 gram per cube. Thus 100 cubes. Please measure the production in multiples of 100 grams. As that is the minimum that could be produced.</p>,N,,,,,,,variable,15.63,,10004,0.094,N,Y,,,N,variable,0.000,,,Y,40.00,17.000,,,Sample Cubes - Jackfruit - Gourmet Market,100g,,other
,,,,,,,,,,,,,,,10076,0.006,,,,,,,,,,,,,,,,,,
sample-cubes---jujube-walnut---chinese-new-year-2025-(100g),10364,Sample Cubes - Jujube Walnut - Chinese New Year 2025 (100g),Discontinued,,Y,,,,,,,variable,14.08,,10010,0.084,N,Y,,,N,variable,0.000,,,Y,40.00,0.000,,,Sample Cubes - Jujube Walnut - Chinese New Year 2025,100g,,other
,,,,,,,,,,,,,,,10360,0.008,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10361,0.008,,,,,,,,,,,,,,,,,,
sample-cubes---khao-soi-(100g/100-cubes),10232,Sample Cubes - Khao Soi Curry (100g),Sample Cubes,<p>Sample cubes of Khao Soi. Using Milk Chocolate 50%. 1 gram per cube. Thus 100 cubes. Please measure the production in multiples of 100 grams. As that is the minimum that could be produced.</p>,N,,,,,,,variable,14.97,,10004,0.090,N,Y,,,N,variable,1.000,,,Y,40.00,3.000,,,Sample Cubes - Khao Soi Curry,100g,,other
,,,,,,,,,,,,,,,10066,0.006,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10064,0.003,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10037,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10038,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10042,0.001,,,,,,,,,,,,,,,,,,
sample-cubes---lemongrass-+-perilla-seeds---gm-(100g/100-cubes),10241,Sample Cubes - Lemongrass & Perilla Seed - Gourmet Market (100g),Discontinued,<p>Sample cubes of Lemongrass and Perilla Seeds. For Gourmet Market (GM). Using Dark Chocolate 70%. 1 gram per cube. Thus 100 cubes. Please measure the production in multiples of 100 grams. As that is the minimum that could be produced.</p>,N,,,,,,,variable,16.21,,10010,0.092,N,Y,,,N,variable,0.000,,,Y,40.00,8.000,,,Sample Cubes - Lemongrass & Perilla Seed - Gourmet Market,100g,,other
,,,,,,,,,,,,,,,10049,0.007,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10056,0.001,,,,,,,,,,,,,,,,,,
sample-cubes---lucky-citrus---chinese-(100g),10480,Sample Cubes - Lucky Citrus - Chinese (100g),Sample Cubes,,N,,,,,,,variable,15.42,,10010,0.092,N,Y,,,N,variable,0.000,,,Y,variable,0.000,,,Sample Cubes - Lucky Citrus - Chinese,100g,,other
,,,,,,,,,,,,,,,10474,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10071,0.002,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10082,0.005,,,,,,,,,,,,,,,,,,
sample-cubes---mala-(100g),10368,Sample Cubes - Mala (100g),Discontinued,,Y,,,,,,,variable,16.82,,10010,0.100,N,Y,,,N,variable,0.000,,,Y,variable,0.000,,,Sample Cubes - Mala,100g,,other
,,,,,,,,,,,,,,,10358,0.001,,,,,,,,,,,,,,,,,,
sample-cubes---mango-chili-(100g/100-cubes),10230,Sample Cubes - Mango Chili (100g),Sample Cubes,<p>Sample cubes of Mango Chili. Using Dark Chocolate 70%. 1 gram per cube. Thus 100 cubes. Please measure the production in multiples of 100 grams. As that is the minimum that could be produced.</p>,N,,,,,,,variable,14.58,,10010,0.087,N,Y,,,N,variable,0.000,,,Y,40.00,17.000,,,Sample Cubes - Mango Chili,100g,,other
,,,,,,,,,,,,,,,10073,0.013,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10038,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10042,0.001,,,,,,,,,,,,,,,,,,
sample-cubes---mango-jelly-popping-candy---loi-kratong-(75g),10462,Sample Cubes - Mango Jelly Popping Candy - Loi Kratong (100g),Sample Cubes,,N,,,,,,,variable,12.47,,10004,0.075,N,Y,,,N,variable,-0.400,,,Y,variable,6.000,,,Sample Cubes - Mango Jelly Popping Candy - Loi Kratong,100g,,other
,,,,,,,,,,,,,,,10293,0.015,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10068,0.010,,,,,,,,,,,,,,,,,,
sample-cubes---masala-chai-(100g/100-cubes),10226,Sample Cubes - Masala Chai (100g),Sample Cubes,<p>Sample cubes of Masala Chai. Using Milk Chocolate 50%. 1 gram per cube. Thus 100 cubes. Please measure the production in multiples of 100 grams. As that is the minimum that could be produced.</p>,N,,,,,,,variable,17.20,,10165,0.001,N,Y,,,N,variable,0.000,,,Y,40.00,0.000,,,Sample Cubes - Masala Chai,100g,,other
,,,,,,,,,,,,,,,10004,0.099,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10054,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10053,0.001,,,,,,,,,,,,,,,,,,
sample-cubes---signature-milk-chocolate-(100g/100-cubes),10223,Sample Cubes - Milk Chocolate (100g),Sample Cubes,<p>Sample cubes of Signature Milk Chocolate. 1 gram per cube. Thus 100 cubes.Please measure the production in multiples of 100 grams. As that is the minimum that could be produced.</p>,N,,,,,,,variable,16.63,,10004,0.100,N,Y,,,N,variable,0.000,,,Y,40.00,4.000,,,Sample Cubes - Milk Chocolate,100g,,other
sample-cubes---orange-&-5-spice---chinese-new-year-(100g,10265,Sample Cubes - Orange & 5 Spice - Chinese New Year (100g,Discontinued,<p>Samples of Orange &amp; 5 Spice CNY - 100g = 100 cubes</p>,N,,,,,,,variable,21.76,,10010,0.085,N,Y,,,N,variable,0.000,,,N,variable,0.000,,,Sample Cubes - Orange & 5 Spice - Chinese New Year (100g,,,
,,,,,,,,,,,,,,,10082,0.014,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10052,0.001,,,,,,,,,,,,,,,,,,
sample-cubes---massaman/peanut-curry-(100g/100-cubes),10229,Sample Cubes - Peanut Curry/Massaman (100g),Sample Cubes,<p>Sample cubes of Massaman/Peanut Curry. Using Dark Chocolate 70%. 1 gram per cube. Thus 100 cubes. Please measure the production in multiples of 100 grams. As that is the minimum that could be produced.</p>,N,,,,,,,variable,14.47,,10010,0.083,N,Y,,,N,variable,-20.000,,,Y,40.00,4.000,,,Sample Cubes - Peanut Curry/Massaman,100g,,other
,,,,,,,,,,,,,,,10044,0.008,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10070,0.008,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10039,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10038,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10037,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10056,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10054,0.001,,,,,,,,,,,,,,,,,,
sample-cubes---coconut-and-pineapple---gm-(100g/100-cubes),10240,Sample Cubes - Pineapple Coconut - Gourmet Market (100g),Discontinued,<p>Sample cubes of Coconut and Pineapple. For Gourmet Market (GM). Using Coconut Chocolate. Chocolate. 1 gram per cube. Thus 100 cubes. Please measure the production in multiples of 100 grams. As that is the minimum that could be produced.</p>,N,,,,,,,variable,12.79,,10087,0.080,N,Y,,,N,variable,0.000,,,Y,40.00,9.000,,,Sample Cubes - Pineapple Coconut - Gourmet Market,100g,,other
,,,,,,,,,,,,,,,10077,0.004,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10078,0.012,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10043,0.004,,,,,,,,,,,,,,,,,,
sample-cubes---popping-passion-fruit---loi-kratong-(100g),10296,Sample Cubes - Popping Passion Fruit - Loi Kratong (100g),Discontinued,<p>sample cubes for Loi Kratong 2024</p>,Y,,,,,,,variable,14.63,,10004,0.088,N,Y,,,N,variable,0.000,,,Y,40.00,0.000,,,Sample Cubes - Popping Passion Fruit - Loi Kratong,100g,,other
,,,,,,,,,,,,,,,10292,0.003,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10068,0.009,,,,,,,,,,,,,,,,,,
sample-cubes---campfire-smores---halloween-(100g),10270,Sample Cubes - Smoky Smores - Halloween (100g),Discontinued,<p>Samples for Campfire Smores (Halloween). 100g = 100 cubes</p>,N,,,,,,,variable,14.56,,10004,0.087,N,Y,,,N,variable,0.000,,,Y,40.00,0.000,,,Sample Cubes - Smoky Smores - Halloween,100g,,other
,,,,,,,,,,,,,,,10081,0.009,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10269,0.004,,,,,,,,,,,,,,,,,,
sample-cubes---sparkling-strawberry---valentine's-(100g),10481,Sample Cubes - Sparkling Strawberry - Valentine's 2026 (100g),Sample Cubes,,N,,,,,,,variable,20.40,,10199,0.092,N,Y,,,N,variable,-9.000,,,Y,variable,25.000,,,Sample Cubes - Sparkling Strawberry - Valentine's 2026,100g,,other
,,,,,,,,,,,,,,,10475,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10302,0.005,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10068,0.002,,,,,,,,,,,,,,,,,,
sample-cubes---chili-dark-chocolate-70%-(100g),10221,Sample Cubes - Thai Bullet Chili (100g),Sample Cubes,<p>Sample cubes of Chili Dark Chocolate 70%. 1 gram per cube. Please measure the production in multiples of 100 grams. As that is the minimum that could be produced.</p>,N,,,,,,,variable,16.59,,10010,0.099,N,Y,,,N,variable,0.000,,,Y,40.00,1.000,,,Sample Cubes - Thai Bullet Chili,100g,,other
,,,,,,,,,,,,,,,10038,0.001,,,,,,,,,,,,,,,,,,
sample-cubes---thai-tea-(100g/100-cubes),10225,Sample Cubes - Thai Tea (100g),Sample Cubes,<p>Sample cubes of Thai Tea. Using Milk Chocolate 50%. 1 gram per cube. Thus 100 cubes. Please measure the production in multiples of 100 grams. As that is the minimum that could be produced.</p>,N,,,,,,,variable,16.30,,10004,0.098,N,Y,,,N,variable,8.500,,,Y,40.00,15.000,,,Sample Cubes - Thai Tea,100g,,other
,,,,,,,,,,,,,,,10012,0.002,,,,,,,,,,,,,,,,,,
sample-cubes---tom-yum-(100g),10349,Sample Cubes - Tom Yum (100g),Sample Cubes,,N,,,,,,,variable,14.75,,10010,0.088,N,Y,,,N,variable,20.000,,,Y,40.00,0.000,,,Sample Cubes - Tom Yum,100g,,other
,,,,,,,,,,,,,,,10278,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10056,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10057,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10055,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10376,0.008,,,,,,,,,,,,,,,,,,
sample-cubes---vanilla-jasmine---songkran-(100g),10359,Sample Cubes - Vanilla Jasmine - Songkran (100g),Discontinued,,Y,,,,,,,variable,19.46,,10004,0.100,N,Y,,,N,variable,0.000,,,Y,variable,0.000,,,Sample Cubes - Vanilla Jasmine - Songkran,100g,,other
